Rank,CCA3,Country/Territory,Capital,Continent,Area (km²),Density (per km²),Growth Rate,World Population Percentage,Year,Population
233,TKL,Tokelau,Nukunonu,Oceania,12,155.9167,1.0119,0.0,2010,1367
100,TGO,Togo,Lomé,Africa,56785,155.8281,1.0236,0.11,2010,6571855
155,TLS,Timor-Leste,Dili,Asia,14874,90.1772,1.0154,0.02,2010,1088486
97,ARE,United Arab Emirates,Abu Dhabi,Asia,83600,112.9322,1.0081,0.12,2010,8481771
220,MAF,Saint Martin,Marigot,North America,53,599.8302,0.9951,0.0,2010,36458
63,ZMB,Zambia,Lusaka,Africa,752612,26.5976,1.028,0.25,2010,13792086
211,KNA,Saint Kitts and Nevis,Basseterre,North America,261,182.5939,1.0011,0.0,2010,47403
49,NPL,Nepal,Kathmandu,Asia,147181,207.5511,1.0171,0.38,2010,27161567
225,NRU,Nauru,Yaren,Oceania,21,603.2381,1.0125,0.0,2010,10241
145,NAM,Namibia,Windhoek,Africa,825615,3.1092,1.0146,0.03,2010,2099271
26,MMR,Myanmar,Nay Pyi Taw,Asia,676578,80.0784,1.0071,0.68,2010,49390988
48,MOZ,Mozambique,Maputo,Africa,801590,41.1302,1.0278,0.41,2010,23073723
40,MAR,Morocco,Rabat,Africa,446550,83.883,1.0103,0.47,2010,32464865
230,MSR,Montserrat,Brades,North America,102,43.0392,0.9939,0.0,2010,4938
169,MNE,Montenegro,Podgorica,Europe,13812,45.4012,0.9988,0.01,2010,631044
134,MNG,Mongolia,Ulaanbaatar,Asia,1564110,2.1727,1.0151,0.04,2010,2702520
217,MCO,Monaco,Monaco,Europe,2,18234.5,0.9941,0.0,2010,33178
135,MDA,Moldova,Chisinau,Europe,33846,96.7026,1.0691,0.04,2010,3678186
194,FSM,Micronesia,Palikir,Oceania,702,162.6268,1.0091,0.0,2010,107588
71,NLD,Netherlands,Amsterdam,Europe,41850,419.6897,1.0036,0.22,2010,16617116
10,MEX,Mexico,Mexico City,North America,1964375,64.9082,1.0063,1.6,2010,112532401
157,MUS,Mauritius,Port Louis,Africa,2040,636.9946,1.0004,0.02,2010,1283330
126,MRT,Mauritania,Nouakchott,Africa,1030700,4.5951,1.0263,0.06,2010,3419461
180,MTQ,Martinique,Fort-de-France,North America,1128,325.8041,0.9965,0.0,2010,392181
215,MHL,Marshall Islands,Majuro,Oceania,181,229.663,0.9886,0.0,2010,53416
173,MLT,Malta,Valletta,Europe,316,1687.6139,1.0124,0.01,2010,418755
59,MLI,Mali,Bamako,Africa,1240192,18.2178,1.0314,0.28,2010,15529181
174,MDV,Maldives,Malé,Asia,300,1745.9567,1.0045,0.01,2010,361575
45,MYS,Malaysia,Kuala Lumpur,Asia,330803,102.5934,1.0109,0.43,2010,28717731
62,MWI,Malawi,Lilongwe,Africa,118484,172.22,1.0259,0.26,2010,14718422
167,MAC,Macau,Concelho de Macau,Asia,30,23172.2667,1.0125,0.01,2010,557297
190,LCA,Saint Lucia,Castries,North America,616,291.9756,1.0011,0.0,2010,170935
141,LTU,Lithuania,Vilnius,Europe,65300,42.1142,0.9869,0.03,2010,3139019
182,MYT,Mayotte,Mamoudzou,Africa,374,871.9278,1.0319,0.0,2010,211786
185,NCL,New Caledonia,Nouméa,Oceania,18575,15.6097,1.0075,0.0,2010,261426
168,LUX,Luxembourg,Luxembourg,Europe,2586,250.425,1.0129,0.01,2010,507070
106,NIC,Nicaragua,Managua,North America,130373,53.2962,1.0143,0.09,2010,5855734
123,NZL,New Zealand,Wellington,Oceania,270467,19.1716,1.0108,0.07,2010,4346338
76,RWA,Rwanda,Kigali,Africa,26338,523.0731,1.0234,0.17,2010,10309031
228,BLM,Saint Barthelemy,Gustavia,North America,21,522.2381,1.0098,0.0,2010,8988
9,RUS,Russia,Moscow,Europe,17098242,8.4636,0.9973,1.81,2010,143242599
64,ROU,Romania,Bucharest,Europe,238391,82.4665,1.0171,0.25,2010,20335211
161,REU,Reunion,Saint-Denis,Africa,2511,387.914,1.0082,0.01,2010,890130
114,COG,Republic of the Congo,Brazzaville,Africa,342000,17.4574,1.0231,0.07,2010,4437884
143,QAT,Qatar,Doha,Asia,11586,232.6189,1.0026,0.03,2010,1713504
92,PRT,Portugal,Lisbon,Europe,92090,111.5307,0.9981,0.13,2010,10588401
37,POL,Poland,Warsaw,Europe,312679,127.4698,1.0404,0.5,2010,38597353
13,PHL,Philippines,Manila,Asia,342353,337.5434,1.0147,1.45,2010,94636700
44,PER,Peru,Lima,South America,1285216,26.4933,1.0099,0.43,2010,29229572
109,PRY,Paraguay,Asunción,South America,406752,16.6705,1.0115,0.09,2010,5768613
136,PRI,Puerto Rico,San Juan,North America,8870,366.675,0.9989,0.04,2010,3717922
128,PAN,Panama,Panama City,North America,75417,58.4561,1.0132,0.06,2010,3623617
54,NER,Niger,Niamey,Africa,1267000,20.6851,1.0378,0.33,2010,16647543
93,PNG,Papua New Guinea,Port Moresby,Oceania,462840,21.9139,1.0194,0.13,2010,7583269
232,NIU,Niue,Alofi,Oceania,260,7.4385,0.9985,0.0,2010,1812
56,PRK,North Korea,Pyongyang,Asia,120538,216.2755,1.0038,0.33,2010,24686435
150,MKD,North Macedonia,Skopje,Europe,25713,81.4218,0.9954,0.03,2010,2093828
210,NFK,Northern Mariana Islands,Saipan,Oceania,464,106.7909,1.0014,0.0,2010,54087
6,NGA,Nigeria,Abuja,Africa,923768,236.5759,1.0241,2.74,2010,160952853
127,OMN,Oman,Muscat,Asia,309500,14.7861,1.0123,0.06,2010,2881914
5,PAK,Pakistan,Islamabad,Asia,881912,267.4018,1.0191,2.96,2010,194454498
222,PLW,Palau,Ngerulmud,Oceania,459,39.3355,1.0017,0.0,2010,18540
122,PSE,Palestine,Ramallah,Asia,6220,844.063,1.0227,0.07,2010,3992278
120,NOR,Norway,Oslo,Europe,323802,16.7828,1.0058,0.07,2010,4889741
19,DEU,Germany,Berlin,Europe,357114,233.4544,0.9995,1.05,2015,82073226
207,GGY,Guernsey,Saint Peter Port,Europe,78,811.5513,1.0037,0.0,2015,61629
68,GTM,Guatemala,Guatemala City,North America,108889,163.8725,1.0134,0.22,2015,16001107
191,GUM,Guam,Hagåtña,Oceania,549,312.8852,1.0073,0.0,2015,167978
178,GLP,Guadeloupe,Basse-Terre,North America,1628,243.0909,0.9992,0.0,2015,399089
193,GRD,Grenada,Saint George's,North America,344,364.6453,1.0066,0.0,2015,118980
208,GRL,Greenland,Nuuk,North America,2166086,0.0261,1.004,0.0,2015,55895
90,GRC,Greece,Athens,Europe,131990,78.68,0.9942,0.13,2015,10806641
219,GIB,Gibraltar,Gibraltar,Europe,6,5441.5,0.9994,0.0,2015,32520
47,GHA,Ghana,Accra,Africa,238533,140.3406,1.0196,0.42,2015,28870939
131,GEO,Georgia,Tbilisi,Asia,69700,53.7214,0.9964,0.05,2015,3771132
132,ERI,Eritrea,Asmara,Africa,117600,31.3268,1.0176,0.05,2015,3340006
146,GAB,Gabon,Libreville,Africa,267668,8.9252,1.0204,0.03,2015,2028517
183,PYF,French Polynesia,Papeete,Oceania,4167,73.5011,1.0074,0.0,2015,291787
184,GUF,French Guiana,Cayenne,South America,83534,3.6459,1.0239,0.0,2015,257026
23,FRA,France,Paris,Europe,551695,117.1419,1.0015,0.81,2015,63809769
118,FIN,Finland,Helsinki,Europe,338424,16.3722,1.0009,0.07,2015,5479461
162,FJI,Fiji,Suva,Oceania,18272,50.8847,1.0056,0.01,2015,917200
209,FRO,Faroe Islands,Tórshavn,Europe,1393,38.112,1.0038,0.0,2015,48816
231,FLK,Falkland Islands,Stanley,South America,12173,0.3105,1.0043,0.0,2015,3408
12,ETH,Ethiopia,Addis Ababa,Africa,1104300,111.7268,1.0257,1.55,2015,102471895
159,SWZ,Eswatini,Mbabane,Africa,17364,69.2047,1.0079,0.02,2015,1133936
156,EST,Estonia,Tallinn,Europe,45227,29.3201,0.998,0.02,2015,1314657
75,GIN,Guinea,Conakry,Africa,245857,56.3716,1.0242,0.17,2015,11625998
142,GMB,Gambia,Banjul,Africa,10689,253.1567,1.025,0.03,2015,2253133
149,GNB,Guinea-Bissau,Bissau,Africa,36125,58.2856,1.0218,0.03,2015,1788919
98,ISR,Israel,Jerusalem,Asia,20770,435.1617,1.0155,0.11,2015,8007778
82,HTI,Haiti,Port-au-Prince,North America,27750,417.4773,1.012,0.15,2015,10563757
147,LSO,Lesotho,Maseru,Africa,30355,75.962,1.0107,0.03,2015,2118521
152,GNQ,Equatorial Guinea,Malabo,Africa,28051,59.7094,1.0247,0.02,2015,1346973
119,LBN,Lebanon,Beirut,Asia,10452,525.2334,0.9816,0.07,2015,6398940
151,LVA,Latvia,Riga,Europe,64559,28.666,0.9876,0.02,2015,1991955
103,LAO,Laos,Vientiane,Asia,236800,31.7968,1.0141,0.09,2015,6787419
110,KGZ,Kyrgyzstan,Bishkek,Asia,199951,33.1612,1.0158,0.08,2015,5914980
129,KWT,Kuwait,Kuwait City,Asia,17818,239.5821,1.0044,0.05,2015,3908743
192,KIR,Kiribati,Tarawa,Oceania,811,161.815,1.0183,0.0,2015,116707
27,KEN,Kenya,Nairobi,Africa,580367,93.0919,1.0193,0.68,2015,46851488
66,KAZ,Kazakhstan,Nursultan,Asia,2724900,7.1188,1.0105,0.24,2015,17835909
83,JOR,Jordan,Amman,Asia,89342,126.3221,1.0123,0.14,2015,9494246
195,JEY,Jersey,Saint Helier,Europe,116,954.9828,1.0106,0.0,2015,100561
164,GUY,Guyana,Georgetown,South America,214969,3.7621,1.0052,0.01,2015,755031
11,JPN,Japan,Tokyo,Asia,377930,327.9753,0.9947,1.55,2015,127250933
52,CIV,Ivory Coast,Yamoussoukro,Africa,322463,87.3295,1.0248,0.35,2015,23596741
25,ITA,Italy,Rome,Europe,301336,195.9191,0.9966,0.74,2015,60232906
202,IMN,Isle of Man,Douglas,Europe,572,147.7605,1.003,0.0,2015,83593
125,IRL,Ireland,Dublin,Europe,70273,71.4799,1.0073,0.06,2015,4665760
35,IRQ,Iraq,Baghdad,Asia,438317,101.5158,1.0221,0.56,2015,37757813
17,IRN,Iran,Tehran,Asia,1648195,53.7258,1.0071,1.11,2015,81790841
4,IDN,Indonesia,Jakarta,Asia,1904569,144.6529,1.0064,3.45,2015,259091970
2,IND,India,New Delhi,Asia,3287590,431.0675,1.0068,17.77,2015,1322866505
179,ISL,Iceland,Reykjavík,Europe,103000,3.6204,1.0069,0.0,2015,331060
94,HUN,Hungary,Budapest,Europe,93028,107.1431,1.0265,0.12,2015,9844246
104,HKG,Hong Kong,Hong Kong,Asia,1104,6783.3922,0.9992,0.09,2015,7399838
89,HND,Honduras,Tegucigalpa,North America,112492,92.7431,1.015,0.13,2015,9294505
139,JAM,Jamaica,Kingston,North America,10991,257.2447,0.9999,0.04,2015,2794445
112,SLV,El Salvador,San Salvador,North America,21041,301.145,1.0035,0.08,2015,6231066
175,BRN,Brunei,Bandar Seri Begawan,Asia,5765,77.8841,1.0081,0.01,2015,421437
67,ECU,Ecuador,Quito,South America,276841,65.0229,1.0114,0.23,2015,16195902
165,BTN,Bhutan,Thimphu,Asia,38394,20.3796,1.0064,0.01,2015,743274
206,BMU,Bermuda,Hamilton,North America,54,1188.5926,1.0,0.0,2015,63144
77,BEN,Benin,Porto-Novo,Africa,112622,118.5635,1.0274,0.17,2015,10932783
177,BLZ,Belize,Belmopan,North America,22966,17.6466,1.0131,0.01,2015,359871
81,BEL,Belgium,Brussels,Europe,30528,381.8111,1.0038,0.15,2015,11248303
96,BLR,Belarus,Minsk,Europe,207600,45.9295,0.9955,0.12,2015,9700609
186,BRB,Barbados,Bridgetown,North America,430,654.9651,1.0015,0.0,2015,278083
8,BGD,Bangladesh,Dhaka,Asia,147570,1160.035,1.0108,2.15,2015,157830000
154,BHR,Bahrain,Manama,Asia,765,1924.4876,1.0061,0.02,2015,1362142
176,BHS,Bahamas,Nassau,North America,13943,29.4043,1.0051,0.01,2015,392697
91,AZE,Azerbaijan,Baku,Asia,86600,119.6082,1.0044,0.13,2015,9863480
99,AUT,Austria,Vienna,Europe,83871,106.5877,1.002,0.11,2015,8642421
55,AUS,Australia,Canberra,Oceania,7692024,3.4032,1.0099,0.33,2015,23820236
198,ABW,Aruba,Oranjestad,North America,180,591.3611,0.9991,0.0,2015,104257
140,ARM,Armenia,Yerevan,Asia,29743,93.4831,0.9962,0.03,2015,2878595
33,ARG,Argentina,Buenos Aires,South America,2780400,16.3683,1.0052,0.57,2015,43257065
201,ATG,Antigua and Barbuda,Saint John’s,North America,442,212.1335,1.0058,0.0,2015,89941
224,AIA,Anguilla,The Valley,North America,91,174.2527,1.0066,0.0,2015,14525
42,AGO,Angola,Luanda,Africa,1246700,28.5466,1.0315,0.45,2015,28127721
203,AND,Andorra,Andorra la Vella,Europe,468,170.5641,1.01,0.0,2015,71746
213,ASM,American Samoa,Pago Pago,Oceania,199,222.4774,0.9831,0.0,2015,51368
34,DZA,Algeria,Algiers,Africa,2381741,18.8531,1.0164,0.56,2015,39543154
138,ALB,Albania,Tirana,Europe,28748,98.8702,0.9957,0.04,2015,2882481
36,AFG,Afghanistan,Kabul,Asia,652230,63.0587,1.0257,0.52,2015,33753499
,WLD,World,,,,,,,2015,7424809761
80,BOL,Bolivia,Sucre,South America,1098581,11.1272,1.012,0.15,2015,11090085
137,BIH,Bosnia and Herzegovina,Sarajevo,Europe,51209,63.1437,0.9886,0.04,2015,3524324
144,BWA,Botswana,Gaborone,Africa,582000,4.5194,1.0162,0.03,2015,2305171
7,BRA,Brazil,Brasilia,South America,8515767,25.2841,1.0046,2.7,2015,205188205
15,COD,DR Congo,Kinshasa,Africa,2344858,42.2244,1.0325,1.24,2015,78656904
204,DMA,Dominica,Roseau,North America,751,96.8535,1.0045,0.0,2015,70007
160,DJI,Djibouti,Djibouti,Africa,23200,48.3125,1.0138,0.01,2015,1006259
115,DNK,Denmark,Copenhagen,Europe,43094,136.4984,1.0048,0.07,2015,5677796
88,CZE,Czech Republic,Prague,Europe,78865,133.0627,0.9984,0.13,2015,10523798
158,CYP,Cyprus,Nicosia,Europe,9251,135.2814,1.0059,0.02,2015,1187280
189,CUW,Curacao,Willemstad,North America,444,430.5473,1.0043,0.0,2015,169572
85,CUB,Cuba,Havana,North America,109884,102.0366,0.9961,0.14,2015,11339894
130,HRV,Croatia,Zagreb,Europe,56594,71.2153,0.9927,0.05,2015,4254815
124,CRI,Costa Rica,San José,North America,51100,101.3861,1.0052,0.06,2015,4895242
223,COK,Cook Islands,Avarua,Oceania,236,72.0805,1.0005,0.0,2015,17695
163,COM,Comoros,Moroni,Africa,1862,449.3953,1.0184,0.01,2015,730216
14,EGY,Egypt,Cairo,Africa,1002450,110.7188,1.0158,1.39,2015,97723799
28,COL,Colombia,Bogota,South America,1141748,45.4339,1.0069,0.65,2015,47119728
65,CHL,Chile,Santiago,South America,756102,25.9274,1.0057,0.25,2015,17870124
69,TCD,Chad,N'Djamena,Africa,1284000,13.8032,1.0316,0.22,2015,14140274
117,CAF,Central African Republic,Bangui,Africa,622984,8.9555,1.0224,0.07,2015,4819333
205,CYM,Cayman Islands,George Town,North America,264,260.25,1.0084,0.0,2015,60911
171,CPV,Cape Verde,Praia,Africa,4033,147.0739,1.0089,0.01,2015,552166
39,CAN,Canada,Ottawa,North America,9984670,3.8513,1.0078,0.48,2015,35732126
53,CMR,Cameroon,Yaounde,Africa,475442,58.7128,1.0263,0.35,2015,23012646
73,KHM,Cambodia,Phnom Penh,Asia,181035,92.6221,1.0108,0.21,2015,15417523
78,BDI,Burundi,Bujumbura,Africa,27834,463.0874,1.027,0.16,2015,10727148
58,BFA,Burkina Faso,Ouagadougou,Africa,272967,83.0641,1.0259,0.28,2015,18718019
108,BGR,Bulgaria,Sofia,Europe,110879,61.1654,0.9849,0.09,2015,7309253
221,VGB,British Virgin Islands,Road Town,North America,151,207.3179,1.0059,0.0,2015,29366
1,CHN,China,Beijing,Asia,9706961,146.8933,1.0,17.88,2015,1393715448
107,LBY,Libya,Tripoli,Africa,1759540,3.8717,1.0114,0.09,2015,6192235
84,DOM,Dominican Republic,Santo Domingo,North America,48671,230.7087,1.01,0.14,2015,10405832
141,LTU,Lithuania,Vilnius,Europe,65300,42.1142,0.9869,0.03,2015,2963765
95,TJK,Tajikistan,Dushanbe,Asia,143100,69.5513,1.0208,0.12,2015,8524063
57,TWN,Taiwan,Taipei,Asia,36193,660.1662,1.0014,0.3,2015,23512136
60,SYR,Syria,Damascus,Asia,185180,119.4797,1.0376,0.28,2015,19205178
101,CHE,Switzerland,Bern,Europe,41284,211.7157,1.0056,0.11,2015,8281732
87,SWE,Sweden,Stockholm,Europe,450295,23.4276,1.0079,0.13,2015,9849349
170,SUR,Suriname,Paramaribo,South America,163820,3.7727,1.0082,0.01,2015,575475
32,SDN,Sudan,Khartoum,Africa,1886068,24.8529,1.0267,0.59,2015,38171178
61,LKA,Sri Lanka,Colombo,Asia,65610,332.7563,1.0027,0.27,2015,21336697
30,ESP,Spain,Madrid,Europe,505992,93.9909,1.0015,0.6,2015,46431342
86,SSD,South Sudan,Juba,Africa,619745,17.6091,1.0153,0.14,2015,11194299
29,KOR,South Korea,Seoul,Asia,100210,517.0722,0.9997,0.65,2015,50994401
24,ZAF,South Africa,Pretoria,Africa,1221037,49.0517,1.0084,0.75,2015,55876504
22,TZA,Tanzania,Dodoma,Africa,945087,69.3034,1.03,0.82,2015,52542823
70,SOM,Somalia,Mogadishu,Africa,637657,27.5971,1.0312,0.22,2015,13763906
148,SVN,Slovenia,Ljubljana,Europe,20273,104.5649,1.0002,0.03,2015,2080862
116,SVK,Slovakia,Bratislava,Europe,49037,115.0856,1.0359,0.07,2015,5424444
214,SXM,Sint Maarten,Philipsburg,North America,34,1299.2647,1.003,0.0,2015,40205
113,SGP,Singapore,Singapore,Asia,710,8416.4634,1.0058,0.07,2015,5650018
102,SLE,Sierra Leone,Freetown,Africa,71740,119.957,1.022,0.11,2015,7314773
196,SYC,Seychelles,Victoria,Africa,452,236.9867,1.0061,0.0,2015,99240
105,SRB,Serbia,Belgrade,Europe,88361,81.7257,0.9897,0.09,2015,7519496
72,SEN,Senegal,Dakar,Africa,196722,88.025,1.0261,0.22,2015,14356181
41,SAU,Saudi Arabia,Riyadh,Asia,2149690,16.9368,1.0128,0.46,2015,32749848
187,STP,Sao Tome and Principe,São Tomé,Africa,964,235.8714,1.0192,0.0,2015,201124
218,SMR,San Marino,San Marino,Europe,61,551.8033,0.9975,0.0,2015,33570
188,WSM,Samoa,Apia,Oceania,2842,78.2484,1.0165,0.0,2015,203571
166,SLB,Solomon Islands,Honiara,Oceania,28896,25.0648,1.0232,0.01,2015,612660
199,VCT,Saint Vincent and the Grenadines,Kingstown,North America,389,267.2185,0.9963,0.0,2015,106482
20,THA,Thailand,Bangkok,Asia,513120,139.7276,1.0013,0.9,2015,70294397
100,TGO,Togo,Lomé,Africa,56785,155.8281,1.0236,0.11,2015,7473229
74,ZWE,Zimbabwe,Harare,Africa,390757,41.7665,1.0204,0.2,2015,14154937
63,ZMB,Zambia,Lusaka,Africa,752612,26.5976,1.028,0.25,2015,16248230
216,LIE,Liechtenstein,Vaduz,Europe,160,245.7937,1.0074,0.0,2015,37355
46,YEM,Yemen,Sanaa,Asia,527968,63.8232,1.0217,0.42,2015,28516545
172,ESH,Western Sahara,El Aaiún,Africa,266000,2.1654,1.0184,0.01,2015,491824
226,WLF,Wallis and Futuna,Mata-Utu,Oceania,142,81.493,0.9953,0.0,2015,12182
16,VNM,Vietnam,Hanoi,Asia,331212,296.4472,1.0074,1.23,2015,92191398
51,VEN,Venezuela,Caracas,South America,916445,30.882,1.0036,0.35,2015,30529716
234,VAT,Vatican City,Vatican City,Europe,1,510.0,0.998,0.0,2015,564
181,VUT,Vanuatu,Port-Vila,Oceania,12189,26.8061,1.0238,0.0,2015,276438
43,UZB,Uzbekistan,Tashkent,Asia,447400,77.3975,1.016,0.43,2015,30949417
133,URY,Uruguay,Montevideo,South America,181034,18.9069,0.999,0.04,2015,3402818
155,TLS,Timor-Leste,Dili,Asia,14874,90.1772,1.0154,0.02,2015,1205813
200,VIR,United States Virgin Islands,Charlotte Amalie,North America,347,286.6427,0.9937,0.0,2015,102803
21,GBR,United Kingdom,London,Europe,242900,277.9289,1.0034,0.85,2015,65224364
97,ARE,United Arab Emirates,Abu Dhabi,Asia,83600,112.9322,1.0081,0.12,2015,8916899
38,UKR,Ukraine,Kiev,Europe,603500,65.7858,0.912,0.5,2015,44982564
31,UGA,Uganda,Kampala,Africa,241550,195.61,1.0304,0.59,2015,37477356
227,TUV,Tuvalu,Funafuti,Oceania,26,435.0769,1.0096,0.0,2015,10877
212,TCA,Turks and Caicos Islands,Cockburn Town,North America,948,48.2099,1.0131,0.0,2015,36538
111,TKM,Turkmenistan,Ashgabat,Asia,488100,13.1751,1.014,0.08,2015,5766431
18,TUR,Turkey,Ankara,Asia,783562,108.9145,1.0067,1.07,2015,79646178
79,TUN,Tunisia,Tunis,Africa,163610,75.5218,1.0076,0.15,2015,11557779
153,TTO,Trinidad and Tobago,Port-of-Spain,North America,5130,298.4491,1.0035,0.02,2015,1460177
197,TON,Tonga,Nuku‘alofa,Oceania,747,143.0495,1.0079,0.0,2015,106122
233,TKL,Tokelau,Nukunonu,Oceania,12,155.9167,1.0119,0.0,2015,1454
3,USA,United States,"Washington, D.C.",North America,9372610,36.0935,1.0038,4.24,2015,324607776
229,SPM,Saint Pierre and Miquelon,Saint-Pierre,North America,242,24.2231,0.9964,0.0,2015,5978
121,LBR,Liberia,Monrovia,Africa,111369,47.6136,1.021,0.07,2015,4612329
190,LCA,Saint Lucia,Castries,North America,616,291.9756,1.0011,0.0,2015,175623
49,NPL,Nepal,Kathmandu,Asia,147181,207.5511,1.0171,0.38,2015,27610325
225,NRU,Nauru,Yaren,Oceania,21,603.2381,1.0125,0.0,2015,11185
145,NAM,Namibia,Windhoek,Africa,825615,3.1092,1.0146,0.03,2015,2282704
26,MMR,Myanmar,Nay Pyi Taw,Asia,676578,80.0784,1.0071,0.68,2015,51483949
48,MOZ,Mozambique,Maputo,Africa,801590,41.1302,1.0278,0.41,2015,26843246
40,MAR,Morocco,Rabat,Africa,446550,83.883,1.0103,0.47,2015,34680458
230,MSR,Montserrat,Brades,North America,102,43.0392,0.9939,0.0,2015,5059
169,MNE,Montenegro,Podgorica,Europe,13812,45.4012,0.9988,0.01,2015,633966
134,MNG,Mongolia,Ulaanbaatar,Asia,1564110,2.1727,1.0151,0.04,2015,2964749
217,MCO,Monaco,Monaco,Europe,2,18234.5,0.9941,0.0,2015,36760
194,FSM,Micronesia,Palikir,Oceania,702,162.6268,1.0091,0.0,2015,109462
10,MEX,Mexico,Mexico City,North America,1964375,64.9082,1.0063,1.6,2015,120149897
71,NLD,Netherlands,Amsterdam,Europe,41850,419.6897,1.0036,0.22,2015,17041107
182,MYT,Mayotte,Mamoudzou,Africa,374,871.9278,1.0319,0.0,2015,249545
126,MRT,Mauritania,Nouakchott,Africa,1030700,4.5951,1.0263,0.06,2015,3946220
180,MTQ,Martinique,Fort-de-France,North America,1128,325.8041,0.9965,0.0,2015,383515
215,MHL,Marshall Islands,Majuro,Oceania,181,229.663,0.9886,0.0,2015,49410
173,MLT,Malta,Valletta,Europe,316,1687.6139,1.0124,0.01,2015,456579
59,MLI,Mali,Bamako,Africa,1240192,18.2178,1.0314,0.28,2015,18112907
174,MDV,Maldives,Malé,Asia,300,1745.9567,1.0045,0.01,2015,435582
45,MYS,Malaysia,Kuala Lumpur,Asia,330803,102.5934,1.0109,0.43,2015,31068833
62,MWI,Malawi,Lilongwe,Africa,118484,172.22,1.0259,0.26,2015,16938942
168,LUX,Luxembourg,Luxembourg,Europe,2586,250.425,1.0129,0.01,2015,569408
50,MDG,Madagascar,Antananarivo,Africa,587041,50.4423,1.0241,0.37,2015,24850912
167,MAC,Macau,Concelho de Macau,Asia,30,23172.2667,1.0125,0.01,2015,615239
220,MAF,Saint Martin,Marigot,North America,53,599.8302,0.9951,0.0,2015,35020
157,MUS,Mauritius,Port Louis,Africa,2040,636.9946,1.0004,0.02,2015,1293153
185,NCL,New Caledonia,Nouméa,Oceania,18575,15.6097,1.0075,0.0,2015,283032
135,MDA,Moldova,Chisinau,Europe,33846,96.7026,1.0691,0.04,2015,3277388
106,NIC,Nicaragua,Managua,North America,130373,53.2962,1.0143,0.09,2015,6298598
211,KNA,Saint Kitts and Nevis,Basseterre,North America,261,182.5939,1.0011,0.0,2015,47790
123,NZL,New Zealand,Wellington,Oceania,270467,19.1716,1.0108,0.07,2015,4590590
76,RWA,Rwanda,Kigali,Africa,26338,523.0731,1.0234,0.17,2015,11642959
9,RUS,Russia,Moscow,Europe,17098242,8.4636,0.9973,1.81,2015,144668389
64,ROU,Romania,Bucharest,Europe,238391,82.4665,1.0171,0.25,2015,19906079
161,REU,Reunion,Saint-Denis,Africa,2511,387.914,1.0082,0.01,2015,922495
114,COG,Republic of the Congo,Brazzaville,Africa,342000,17.4574,1.0231,0.07,2015,5064386
143,QAT,Qatar,Doha,Asia,11586,232.6189,1.0026,0.03,2015,2414573
136,PRI,Puerto Rico,San Juan,North America,8870,366.675,0.9989,0.04,2015,3497335
92,PRT,Portugal,Lisbon,Europe,92090,111.5307,0.9981,0.13,2015,10365435
37,POL,Poland,Warsaw,Europe,312679,127.4698,1.0404,0.5,2015,38553146
13,PHL,Philippines,Manila,Asia,342353,337.5434,1.0147,1.45,2015,103031365
44,PER,Peru,Lima,South America,1285216,26.4933,1.0099,0.43,2015,30711863
109,PRY,Paraguay,Asunción,South America,406752,16.6705,1.0115,0.09,2015,6177950
228,BLM,Saint Barthelemy,Gustavia,North America,21,522.2381,1.0098,0.0,2015,9643
128,PAN,Panama,Panama City,North America,75417,58.4561,1.0132,0.06,2015,3957099
93,PNG,Papua New Guinea,Port Moresby,Oceania,462840,21.9139,1.0194,0.13,2015,8682174
232,NIU,Niue,Alofi,Oceania,260,7.4385,0.9985,0.0,2015,1847
56,PRK,North Korea,Pyongyang,Asia,120538,216.2755,1.0038,0.33,2015,25258015
150,MKD,North Macedonia,Skopje,Europe,25713,81.4218,0.9954,0.03,2015,2107962
210,NFK,Northern Mariana Islands,Saipan,Oceania,464,106.7909,1.0014,0.0,2015,51514
6,NGA,Nigeria,Abuja,Africa,923768,236.5759,1.0241,2.74,2015,183995785
127,OMN,Oman,Muscat,Asia,309500,14.7861,1.0123,0.06,2015,4191776
5,PAK,Pakistan,Islamabad,Asia,881912,267.4018,1.0191,2.96,2015,210969298
222,PLW,Palau,Ngerulmud,Oceania,459,39.3355,1.0017,0.0,2015,17794
122,PSE,Palestine,Ramallah,Asia,6220,844.063,1.0227,0.07,2015,4484614
54,NER,Niger,Niamey,Africa,1267000,20.6851,1.0378,0.33,2015,20128124
120,NOR,Norway,Oslo,Europe,323802,16.7828,1.0058,0.07,2015,5190356
131,GEO,Georgia,Tbilisi,Asia,69700,53.7214,0.9964,0.05,2020,3765912
19,DEU,Germany,Berlin,Europe,357114,233.4544,0.9995,1.05,2020,83328988
47,GHA,Ghana,Accra,Africa,238533,140.3406,1.0196,0.42,2020,32180401
219,GIB,Gibraltar,Gibraltar,Europe,6,5441.5,0.9994,0.0,2020,32709
208,GRL,Greenland,Nuuk,North America,2166086,0.0261,1.004,0.0,2020,56026
193,GRD,Grenada,Saint George's,North America,344,364.6453,1.0066,0.0,2020,123663
178,GLP,Guadeloupe,Basse-Terre,North America,1628,243.0909,0.9992,0.0,2020,395642
191,GUM,Guam,Hagåtña,Oceania,549,312.8852,1.0073,0.0,2020,169231
142,GMB,Gambia,Banjul,Africa,10689,253.1567,1.025,0.03,2020,2573995
90,GRC,Greece,Athens,Europe,131990,78.68,0.9942,0.13,2020,10512232
